ID,Score,Time,result
5909,60,26,C+
5910,90,30,A
5911,51,47,D-
5912,90,52,B
5913,54,27,C-
5914,69,38,C+
5915,56,52,D
5916,77,50,C+
5917,62,38,C
5918,79,29,B+
5919,98,33,A+
5920,54,45,D
5921,78,47,C+
5922,94,24,A+
5923,64,24,C+
5924,84,33,A-
5925,92,24,A
5926,79,59,C+
5927,69,41,C
5928,54,55,D-
5929,78,49,C+
5930,87,54,B
5931,95,37,A
5932,71,32,B
5933,91,48,B
5934,67,42,C
5935,81,40,B+
5936,95,59,B+
5937,66,38,C+
5938,83,35,A-
5939,67,50,C-
5940,73,46,C
5941,85,54,B
5942,50,38,D
5943,95,54,B+
5944,93,53,B+
5945,67,45,C
5946,94,53,B+
5947,86,32,A
5948,66,49,C-
5949,92,39,A-
5950,92,51,B
5951,68,28,B-
5952,65,30,B-
5953,79,43,B-
5954,81,24,A-
5955,64,54,D+
5956,86,40,A-
5957,62,27,C+
5958,65,56,C-
5959,69,30,B-
5960,56,42,D+
5961,100,34,A+
5962,95,53,B+
5963,66,49,C-
5964,87,59,B
5965,69,28,B-
5966,75,50,C+
5967,72,40,B-
5968,89,41,B+
5969,77,40,B
5970,58,54,D
5971,95,31,A+
5972,100,35,A+
5973,85,56,B
5974,67,27,B-
5975,74,41,C+
5976,87,53,B
5977,78,52,C+
5978,91,52,B
5979,88,55,B
5980,74,50,C
5981,84,60,B-
5982,94,31,A+
5983,53,52,D-
5984,81,52,B-
5985,66,52,C-
5986,100,24,A+
5987,66,35,B-
5988,92,30,A
5989,97,35,A+
5990,62,49,D+
5991,90,42,B+
5992,75,38,B
5993,58,48,D
5994,68,55,C-
5995,76,57,C+
5996,81,54,B-
5997,90,59,B
5998,84,39,B+
5999,51,58,D-
6000,66,49,C-
6001,56,24,C
6002,53,53,D-
6003,76,53,C+
6004,68,38,C+
6005,90,57,B
6006,80,51,B-
6007,93,29,A+
6008,80,50,B-
6009,65,54,C-
6010,76,55,C+
6011,85,53,B
6012,88,49,B
6013,65,30,B-
6014,64,60,D+
6015,65,50,C-
6016,98,50,B+
6017,87,43,B+
6018,55,41,D+
6019,68,42,C
6020,87,25,A
6021,59,60,D
6022,65,25,B-
6023,57,49,D
6024,58,35,C
6025,64,54,D+
6026,55,52,D
6027,58,47,D
6028,77,46,C+
6029,63,35,C+
6030,70,36,B-
6031,98,28,A+
6032,96,56,B+
6033,92,43,B+
6034,67,37,C+
6035,64,54,D+
6036,86,34,A
6037,57,28,C
6038,86,58,B
6039,55,39,D+
6040,59,47,D
6041,62,53,D+
6042,73,44,C+
6043,52,57,D-
6044,85,24,A
6045,81,32,A-
6046,96,27,A+
6047,68,60,C-
6048,77,42,B-
6049,69,52,C-
6050,52,28,C-
6051,59,29,C
6052,56,44,D+
6053,71,30,B
6054,76,54,C+
6055,72,48,C
6056,87,37,A-
6057,70,35,B
6058,85,35,A
6059,56,39,D+
6060,58,35,C
6061,75,51,C+
6062,86,29,A
6063,65,43,C
6064,83,50,B-
6065,61,45,C-
6066,67,56,C-
6067,83,30,A-
6068,51,25,C-
6069,81,29,A-
6070,81,33,A-
6071,61,27,C+
6072,86,58,B
6073,64,35,C+
6074,83,41,B
6075,91,55,B
6076,77,42,B-
6077,67,24,B-
6078,79,25,B+
6079,61,33,C+
6080,83,60,B-
6081,61,60,D+
6082,68,48,C-
6083,98,40,A
6084,64,54,D+
6085,78,35,B+
6086,72,47,C
6087,64,33,C+
6088,50,60,D-
6089,100,26,A+
6090,51,47,D-
6091,72,51,C
6092,91,54,B
6093,68,28,B-
6094,73,42,C+
6095,84,36,B+
6096,99,36,A
6097,50,41,D
6098,60,55,D+
6099,61,54,D+
6100,61,32,C+
6101,65,44,C
6102,87,32,A
6103,86,50,B
6104,81,47,B-
6105,91,30,A
6106,64,28,C+
6107,82,60,B-
6108,54,31,C-
6109,76,30,B+
6110,79,46,C+
6111,70,29,B
6112,96,59,B+
6113,75,49,C+
6114,83,49,B-
6115,90,25,A
6116,60,24,C+
6117,67,37,C+
6118,51,42,D
6119,67,35,B-
6120,69,38,C+
6121,68,30,B-
6122,60,49,D+
6123,56,57,D
6124,61,37,C
6125,52,31,C-
6126,59,47,D
6127,60,26,C+
6128,93,41,A-
6129,64,56,D+
6130,89,39,A-
6131,66,46,C-
6132,70,42,C+
6133,51,38,D
6134,96,57,B+
6135,60,48,D+
6136,53,26,C-
6137,70,24,B
6138,69,39,C+
6139,96,40,A
6140,63,51,D+
6141,67,26,B-
6142,50,25,C-
6143,60,25,C+
6144,75,42,B-
6145,65,51,C-
6146,71,27,B
6147,66,44,C
6148,51,58,D-
6149,66,51,C-
6150,74,58,C
6151,81,59,B-
6152,54,51,D-
6153,70,57,C
6154,66,36,C+
6155,94,38,A
6156,92,38,A-
6157,65,52,C-
6158,50,43,D
6159,56,40,D+
6160,96,28,A+
6161,58,41,D+
6162,50,56,D-
6163,97,47,B+
6164,59,56,D
6165,82,26,A-
6166,95,55,B+
6167,99,54,B+
6168,77,24,B+
6169,92,54,B
6170,61,45,C-
6171,80,47,B-
6172,67,41,C
6173,73,32,B
6174,93,29,A+
6175,54,36,D
6176,77,25,B+
6177,94,44,A-
6178,99,29,A+
6179,71,54,C
6180,93,39,A
6181,58,47,D
6182,82,28,A-
6183,76,58,C+
6184,88,47,B
6185,98,58,B+
6186,100,25,A+
6187,56,57,D
6188,81,36,B+
6189,97,25,A+
6190,88,30,A
6191,66,42,C
6192,64,57,D+
6193,53,54,D-
6194,56,42,D+
6195,71,26,B
6196,100,40,A
6197,86,29,A
6198,91,48,B
6199,64,33,C+
6200,51,40,D
6201,60,43,C-
6202,55,25,C
6203,54,26,C-
6204,58,52,D
6205,92,58,B
6206,52,52,D-
6207,82,46,B-
6208,91,57,B
6209,74,53,C
6210,66,42,C
6211,56,51,D
6212,61,60,D+
6213,94,45,A-
6214,58,42,D+
6215,55,44,D+
6216,66,36,C+
6217,58,57,D
6218,50,52,D-
6219,87,47,B
6220,61,33,C+
6221,97,44,A-
6222,56,43,D+
6223,68,57,C-
6224,75,34,B+
6225,96,30,A+
6226,64,29,C+
6227,71,51,C
6228,84,35,A-
6229,60,34,C+
6230,63,32,C+
6231,50,35,C-
6232,59,31,C
6233,61,54,D+
6234,92,52,B
6235,88,36,A-
6236,99,30,A+
6237,87,30,A
6238,51,36,D
6239,79,40,B
6240,90,57,B
6241,56,33,C
6242,68,35,B-
6243,97,26,A+
6244,89,42,B+
6245,83,45,B
6246,89,48,B
6247,98,35,A+
6248,63,60,D+
6249,50,44,D
6250,88,53,B
6251,90,59,B
6252,67,54,C-
6253,66,55,C-
6254,99,25,A+
6255,59,52,D
6256,71,38,B-
6257,62,27,C+
6258,83,57,B-
6259,63,50,D+
6260,77,24,B+
6261,74,42,C+
6262,95,38,A
6263,81,45,B
6264,85,45,B+
6265,93,27,A+
6266,50,25,C-
6267,94,27,A+
6268,86,57,B
6269,71,38,B-
6270,73,32,B
6271,73,42,C+
6272,88,44,B+
6273,55,53,D
6274,77,60,C+
6275,71,55,C
6276,73,58,C
6277,96,24,A+
6278,90,29,A
6279,52,24,C-
6280,82,38,B+
6281,80,35,A-
6282,61,56,D+
6283,80,33,A-
6284,67,59,C-
6285,73,57,C
6286,62,44,C-
6287,98,41,A-
6288,72,58,C
6289,59,36,D+
6290,93,35,A+
6291,72,56,C
6292,58,52,D
6293,96,28,A+
6294,82,57,B-
6295,54,34,C-
6296,75,32,B+
6297,80,46,B-
6298,82,28,A-
6299,75,36,B
6300,83,59,B-
6301,98,34,A+
6302,56,42,D+
6303,69,57,C-
6304,70,39,B-
6305,79,43,B-
6306,52,52,D-
6307,53,35,C-
6308,98,51,B+
6309,63,53,D+
6310,70,33,B
6311,90,47,B
6312,66,52,C-
6313,80,33,A-
6314,65,43,C
6315,84,48,B-
6316,72,46,C
6317,62,27,C+
6318,92,52,B
6319,86,43,B+
6320,54,59,D-
6321,64,25,C+
6322,70,52,C
6323,51,56,D-
6324,77,42,B-
6325,50,40,D
6326,94,42,A-
6327,50,50,D-
6328,96,36,A
6329,78,54,C+
6330,65,56,C-
6331,79,24,B+
6332,96,60,B+
6333,74,35,B
6334,73,37,B-
6335,62,48,D+
6336,79,33,B+
6337,60,45,C-
6338,68,57,C-
6339,78,55,C+
6340,56,59,D
6341,93,44,A-
6342,97,34,A+
6343,83,55,B-
6344,82,48,B-
6345,72,44,C+
6346,96,36,A
6347,65,30,B-
6348,74,26,B
6349,98,36,A
6350,92,51,B
6351,58,35,C
6352,80,51,B-
6353,82,51,B-
6354,68,38,C+
6355,88,26,A
6356,70,37,B-
6357,100,53,B+
6358,98,30,A+
6359,72,28,B
6360,83,33,A-
6361,98,36,A
6362,87,30,A
6363,58,38,D+
6364,96,36,A
6365,64,42,C-
6366,69,37,C+
6367,73,47,C
6368,80,39,B+
6369,88,49,B
6370,80,25,A-
6371,79,30,B+
6372,51,26,C-
6373,75,30,B+
6374,99,40,A
6375,92,36,A-
6376,90,39,A-
6377,57,31,C
6378,96,50,B+
6379,85,37,A-
6380,96,42,A-
6381,68,59,C-
6382,94,56,B+
6383,55,49,D
6384,61,30,C+
6385,96,41,A-
6386,61,56,D+
6387,99,57,B+
6388,66,28,B-
6389,78,44,B-
6390,72,52,C
6391,88,52,B
6392,89,30,A
6393,71,59,C
6394,60,27,C+
6395,50,24,C-
6396,85,29,A
6397,79,31,B+
6398,92,53,B
6399,51,53,D-
6400,82,44,B
6401,88,55,B
6402,56,28,C
6403,99,34,A+
6404,96,31,A+
6405,67,24,B-
6406,64,54,D+
6407,59,35,C
6408,97,53,B+
6409,76,32,B+
6410,60,28,C+
6411,76,45,B-
6412,60,58,D+
6413,72,44,C+
6414,62,29,C+
6415,89,45,B+
6416,97,26,A+
6417,82,47,B-
6418,62,45,C-
6419,53,35,C-
6420,68,55,C-
6421,89,37,A-
6422,69,41,C
6423,57,36,D+
6424,93,51,B+
6425,97,59,B+
6426,88,55,B
6427,73,31,B
6428,89,48,B
6429,52,53,D-
6430,75,26,B+
6431,71,40,B-
6432,83,39,B+
6433,59,27,C
6434,93,40,A
6435,71,60,C
6436,89,42,B+
6437,96,31,A+
6438,91,24,A
6439,72,48,C
6440,90,29,A
6441,63,60,D+
6442,53,59,D-
6443,83,58,B-
6444,72,36,B-
6445,66,57,C-
6446,63,28,C+
6447,78,54,C+
6448,91,28,A
6449,60,53,D+
6450,88,33,A
6451,55,56,D
6452,92,58,B
6453,93,46,B+
6454,66,52,C-
6455,90,51,B
6456,96,52,B+
6457,65,55,C-
6458,71,25,B
6459,94,46,B+
6460,82,44,B
6461,73,44,C+
6462,88,36,A-
6463,90,36,A-
6464,53,31,C-
6465,83,60,B-
6466,81,45,B
6467,98,52,B+
6468,76,33,B+
6469,91,39,A-
6470,81,60,B-
6471,79,29,B+
6472,81,52,B-
6473,63,27,C+
6474,83,53,B-
6475,81,25,A-
6476,96,53,B+
6477,81,53,B-
6478,99,47,B+
6479,58,44,D+
6480,84,35,A-
6481,70,29,B
6482,80,44,B
6483,100,56,B+
6484,80,50,B-
6485,58,28,C
6486,93,55,B+
6487,96,47,B+
6488,91,59,B
6489,96,30,A+
6490,79,47,C+
6491,61,59,D+
6492,100,55,B+
6493,93,37,A
6494,80,42,B
6495,68,24,B-
6496,84,36,B+
6497,100,32,A+
6498,75,36,B
6499,65,29,B-
6500,76,32,B+
6501,77,44,B-
6502,53,24,C-
6503,72,54,C
6504,54,39,D
6505,59,60,D
6506,92,56,B
6507,88,46,B
6508,89,42,B+
6509,87,50,B
6510,93,26,A+
6511,76,58,C+
6512,77,29,B+
6513,55,25,C
6514,65,31,B-
6515,84,30,A-
6516,91,26,A
6517,55,50,D
6518,99,30,A+
6519,64,28,C+
6520,80,38,B+
6521,74,29,B
6522,54,43,D
6523,73,43,C+
6524,63,50,D+
6525,82,34,A-
6526,93,47,B+
6527,56,47,D
6528,94,26,A+
6529,81,43,B
6530,98,43,A-
6531,77,33,B+
6532,79,35,B+
6533,56,24,C
6534,99,38,A
6535,70,27,B
6536,65,30,B-
6537,79,36,B
6538,50,59,D-
6539,81,49,B-
6540,77,34,B+
6541,100,52,B+
6542,58,30,C
6543,75,46,C+
6544,71,33,B
6545,98,33,A+
6546,68,35,B-
6547,65,59,C-
6548,51,43,D
6549,75,46,C+
6550,81,59,B-
6551,96,24,A+
6552,72,48,C
6553,62,56,D+
6554,60,55,D+
6555,89,28,A
6556,87,31,A
6557,51,42,D
6558,98,34,A+
6559,54,55,D-
6560,89,41,B+
6561,75,33,B+
6562,59,57,D
6563,81,51,B-
6564,52,53,D-
6565,55,42,D+
6566,70,40,B-
6567,88,35,A
6568,96,45,A-
6569,60,27,C+
6570,61,28,C+
6571,84,36,B+
6572,62,34,C+
6573,99,58,B+
6574,61,42,C-
6575,94,25,A+
6576,85,40,A-
6577,95,47,B+
6578,51,33,C-
6579,81,32,A-
6580,55,26,C
6581,70,25,B
6582,89,51,B
6583,59,46,D
6584,91,31,A
6585,50,26,C-
6586,61,25,C+
6587,76,49,C+
6588,87,43,B+
6589,85,43,B+
6590,88,39,A-
6591,67,54,C-
6592,98,26,A+
6593,73,30,B
6594,69,30,B-
6595,92,49,B
6596,56,27,C
6597,66,26,B-
6598,91,34,A
6599,72,55,C
6600,86,53,B
6601,72,47,C
6602,67,30,B-
6603,50,31,C-
6604,60,59,D+
6605,91,32,A
6606,69,40,C+
6607,64,28,C+
6608,80,55,B-
6609,57,58,D
6610,63,38,C
6611,64,45,C-
6612,73,25,B
6613,92,50,B
6614,84,34,A-
6615,66,31,B-
6616,77,33,B+
6617,100,35,A+
6618,64,48,D+
6619,72,58,C
6620,52,37,D
6621,67,34,B-
6622,97,29,A+
6623,68,26,B-
6624,54,44,D
6625,50,35,C-
6626,96,57,B+
6627,72,60,C
6628,58,43,D+
6629,52,55,D-
6630,56,31,C
6631,75,57,C+
6632,95,38,A
6633,50,27,C-
6634,56,34,C
6635,92,36,A-
6636,74,31,B
6637,54,54,D-
6638,50,36,D
6639,87,49,B
6640,65,42,C
6641,55,26,C
6642,69,40,C+
6643,58,49,D
6644,97,41,A-
6645,87,45,B+
6646,67,36,C+
6647,58,28,C
6648,80,51,B-
6649,91,29,A
6650,85,29,A
6651,67,33,B-
6652,78,43,B-
6653,58,31,C
6654,99,59,B+
6655,85,39,A-
6656,83,40,B+
6657,67,43,C
6658,56,56,D
6659,85,47,B
6660,73,24,B
6661,73,38,B-
6662,72,35,B
6663,55,33,C
6664,81,31,A-
6665,82,35,A-
6666,53,44,D
6667,83,33,A-
6668,66,53,C-
6669,92,31,A
6670,100,26,A+
6671,93,48,B+
6672,86,34,A
6673,80,24,A-
6674,71,30,B
6675,87,45,B+
6676,93,60,B+
6677,60,33,C+
6678,75,46,C+
6679,68,56,C-
6680,71,50,C
6681,73,27,B
6682,95,30,A+
6683,51,59,D-
6684,74,45,C+
6685,99,50,B+
6686,55,42,D+
6687,73,35,B
6688,68,46,C-
6689,84,37,B+
6690,77,28,B+
6691,76,39,B
6692,83,38,B+
6693,92,27,A
6694,87,36,A-
6695,66,40,C+
6696,60,47,D+
6697,76,51,C+
6698,96,45,A-
6699,79,30,B+
6700,93,60,B+
6701,55,24,C
6702,92,53,B
6703,86,37,A-
6704,96,30,A+
6705,71,31,B
6706,100,29,A+
6707,72,50,C
6708,75,57,C+
6709,74,37,B-
6710,73,40,B-
6711,79,36,B
6712,93,30,A+
6713,91,28,A
6714,58,31,C
6715,70,43,C+
6716,56,26,C
6717,93,31,A+
6718,87,40,A-
6719,60,42,C-
6720,84,49,B-
6721,69,53,C-
6722,50,54,D-
6723,91,46,B
6724,60,47,D+
6725,63,38,C
6726,76,40,B
6727,67,56,C-
6728,50,57,D-
6729,70,55,C
6730,86,53,B
6731,88,50,B
6732,91,39,A-
6733,83,60,B-
6734,63,54,D+
6735,89,48,B
6736,77,24,B+
6737,81,55,B-
6738,63,49,D+
6739,66,34,B-
6740,83,60,B-
6741,50,59,D-
6742,63,35,C+
6743,98,39,A
6744,65,48,C-
6745,54,47,D-
6746,79,60,C+
6747,63,56,D+
6748,78,58,C+
6749,79,40,B
6750,59,31,C
6751,80,30,A-
6752,72,28,B
6753,83,30,A-
6754,67,37,C+
6755,75,54,C+
6756,61,46,D+
6757,50,34,C-
6758,99,53,B+
6759,57,38,D+
6760,85,44,B+
6761,58,43,D+
6762,56,38,D+
6763,88,40,A-
6764,95,48,B+
6765,59,60,D
6766,90,33,A
6767,71,44,C+
6768,83,52,B-
6769,84,42,B
6770,100,55,B+
6771,64,31,C+
6772,99,34,A+
6773,89,55,B
6774,56,41,D+
6775,81,41,B
6776,75,24,B+
6777,98,50,B+
6778,89,56,B
6779,67,36,C+
6780,78,54,C+
6781,58,25,C
6782,68,35,B-
6783,93,55,B+
6784,91,46,B
6785,83,53,B-
6786,84,26,A-
6787,62,26,C+
6788,85,37,A-
6789,58,58,D
6790,65,24,B-
6791,54,49,D-
6792,50,56,D-
6793,65,47,C-
6794,51,43,D
6795,81,40,B+
6796,93,31,A+
6797,72,52,C
6798,83,45,B
6799,67,43,C
6800,94,40,A
6801,72,29,B
6802,54,28,C-
6803,86,40,A-
6804,97,47,B+
6805,53,54,D-
6806,62,46,D+
6807,84,34,A-
6808,69,49,C-
6809,93,32,A+
6810,50,40,D
6811,64,57,D+
6812,52,60,D-
6813,94,24,A+
6814,59,27,C
6815,72,30,B
6816,89,31,A
6817,83,35,A-
6818,59,52,D
6819,76,25,B+
6820,89,44,B+
6821,91,25,A
6822,50,33,C-
6823,98,48,B+
6824,76,55,C+
6825,77,50,C+
6826,64,59,D+
6827,67,35,B-
6828,84,29,A-
6829,58,49,D
6830,73,26,B
6831,87,60,B
6832,67,57,C-
6833,76,30,B+
6834,97,35,A+
6835,95,40,A
6836,92,38,A-
6837,93,60,B+
6838,87,58,B
6839,74,33,B
6840,73,34,B
6841,90,41,B+
6842,68,46,C-
6843,80,52,B-
6844,72,58,C
6845,50,60,D-
6846,94,35,A+
6847,98,53,B+
6848,96,29,A+
6849,67,38,C+
6850,99,29,A+
6851,87,40,A-
6852,95,54,B+
6853,77,45,B-
6854,95,32,A+
6855,99,37,A
6856,63,43,C-
6857,77,51,C+
6858,73,45,C+
6859,90,25,A
6860,56,31,C
6861,64,38,C
6862,83,57,B-
6863,85,26,A
6864,51,33,C-
6865,57,49,D
6866,60,59,D+
6867,67,30,B-
6868,91,32,A
6869,60,58,D+
6870,75,60,C+
6871,80,35,A-
6872,84,29,A-
6873,94,32,A+
6874,96,54,B+
6875,72,29,B
6876,78,50,C+
6877,74,55,C
6878,63,27,C+
6879,62,29,C+
6880,62,37,C
6881,50,56,D-
6882,65,31,B-
6883,93,26,A+
6884,76,57,C+
6885,77,35,B+
6886,79,60,C+
6887,68,27,B-
6888,61,54,D+
6889,90,36,A-
6890,59,53,D
6891,66,45,C
6892,64,40,C
6893,97,37,A
6894,53,51,D-
6895,100,44,A-
6896,72,48,C
6897,78,26,B+
6898,71,46,C
6899,81,49,B-
6900,62,59,D+
6901,95,31,A+
6902,74,57,C
6903,86,32,A
6904,82,58,B-
6905,74,35,B
6906,80,48,B-
6907,50,39,D
6908,65,27,B-
6909,58,51,D
6910,51,45,D
6911,65,49,C-
6912,73,52,C
6913,75,28,B+
6914,83,42,B
6915,53,29,C-
6916,63,31,C+
6917,88,32,A
6918,89,50,B
6919,63,44,C-
6920,65,54,C-
6921,51,30,C-
6922,83,34,A-
6923,52,57,D-
6924,64,42,C-
6925,79,49,C+
6926,75,59,C+
6927,82,36,B+
6928,70,49,C
6929,92,30,A
6930,66,44,C
6931,87,26,A
6932,74,41,C+
6933,86,27,A
6934,60,39,C
6935,87,25,A
6936,70,39,B-
6937,83,55,B-
6938,83,27,A-
6939,51,52,D-
6940,63,54,D+
6941,79,46,C+
6942,78,47,C+
6943,72,49,C
6944,69,57,C-
6945,74,44,C+
6946,89,54,B
6947,67,29,B-
6948,66,45,C
6949,67,55,C-
6950,57,26,C
6951,59,32,C
6952,73,34,B
6953,52,50,D-
6954,82,47,B-
6955,62,31,C+
6956,78,48,C+
6957,70,52,C
6958,99,32,A+
6959,72,41,C+
6960,96,45,A-
6961,96,47,B+
6962,84,53,B-
6963,95,52,B+
6964,83,24,A-
6965,78,60,C+
6966,88,44,B+
6967,73,52,C
6968,87,40,A-
6969,84,31,A-
6970,93,30,A+
6971,58,33,C
6972,50,29,C-
6973,68,54,C-
6974,89,24,A
6975,53,43,D
6976,92,34,A
6977,89,38,A-
6978,90,26,A
6979,92,54,B
6980,54,52,D-
6981,52,48,D-
6982,64,50,D+
6983,99,58,B+
6984,88,49,B
6985,52,59,D-
6986,95,40,A
6987,84,36,B+
6988,59,60,D
6989,83,52,B-
6990,85,31,A
6991,67,35,B-
6992,94,53,B+
6993,74,48,C
6994,68,50,C-
6995,84,46,B-
6996,70,34,B
6997,73,52,C
6998,50,46,D-
6999,56,43,D+
7000,80,25,A-
7001,69,24,B-
7002,91,46,B
7003,72,39,B-
7004,94,57,B+
7005,66,39,C+
7006,90,59,B
7007,75,32,B+
7008,67,57,C-
7009,57,33,C
7010,69,57,C-
7011,91,56,B
7012,73,57,C
7013,84,29,A-
7014,92,36,A-
7015,62,47,D+
7016,95,28,A+
7017,73,33,B
7018,62,29,C+
7019,96,39,A
7020,83,29,A-
7021,62,38,C
7022,66,47,C-
7023,89,36,A-
7024,50,34,C-
7025,94,34,A+
7026,89,41,B+
7027,94,36,A
7028,81,40,B+
7029,83,54,B-
7030,65,30,B-
7031,58,52,D
7032,96,41,A-
7033,76,24,B+
7034,63,28,C+
7035,78,57,C+
7036,81,42,B
7037,57,41,D+
7038,77,35,B+
7039,85,39,A-
7040,58,40,D+
7041,63,55,D+
7042,86,45,B+
7043,71,27,B
7044,100,36,A
7045,66,57,C-
7046,61,47,D+
7047,65,29,B-
7048,79,32,B+
7049,94,38,A
7050,52,29,C-
7051,83,40,B+
7052,70,58,C
7053,85,28,A
7054,67,44,C
7055,74,26,B
7056,51,26,C-
7057,69,42,C
7058,74,47,C
7059,80,47,B-
7060,76,42,B-
7061,57,52,D
7062,58,52,D
7063,56,50,D
7064,100,57,B+
7065,88,41,B+
7066,60,59,D+
7067,60,46,D+
7068,77,31,B+
7069,53,41,D
7070,93,26,A+
7071,73,39,B-
7072,65,58,C-
7073,65,39,C+
7074,72,29,B
7075,68,25,B-
7076,82,34,A-
7077,62,31,C+
7078,68,33,B-
7079,52,57,D-
7080,88,27,A
7081,89,39,A-
7082,72,40,B-
7083,91,60,B
7084,97,52,B+
7085,94,32,A+
7086,70,35,B
7087,94,37,A
7088,74,34,B
7089,91,42,B+
7090,62,30,C+
7091,76,60,C+
7092,69,43,C
7093,72,24,B
7094,50,33,C-
7095,64,38,C
7096,87,53,B
7097,59,52,D
7098,52,58,D-
7099,72,25,B
7100,83,40,B+
7101,63,53,D+
7102,71,31,B
7103,97,59,B+
7104,59,31,C
7105,88,51,B
7106,84,40,B+
7107,79,59,C+
7108,80,53,B-
7109,52,51,D-
7110,56,29,C
7111,84,38,B+
7112,60,31,C+
7113,99,59,B+
7114,81,39,B+
7115,79,44,B-
7116,59,24,C
7117,53,56,D-
7118,65,26,B-
7119,76,49,C+
7120,50,47,D-
7121,73,38,B-
7122,81,49,B-
7123,92,54,B
7124,52,58,D-
7125,78,58,C+
7126,67,57,C-
7127,66,42,C
7128,54,58,D-
7129,78,58,C+
7130,99,42,A-
7131,81,26,A-
7132,50,41,D
7133,85,32,A
7134,62,53,D+
7135,95,54,B+
7136,96,30,A+
7137,61,55,D+
7138,58,53,D
7139,68,29,B-
7140,89,40,A-
7141,77,40,B
7142,76,37,B
7143,55,27,C
7144,51,45,D
7145,55,28,C
7146,89,48,B
7147,77,28,B+
7148,61,44,C-
7149,86,28,A
7150,86,30,A
7151,63,57,D+
7152,82,27,A-
7153,56,34,C
7154,55,36,D+
7155,80,24,A-
7156,71,42,C+
7157,66,49,C-
7158,100,46,B+
7159,60,30,C+
7160,55,32,C
7161,100,26,A+
7162,95,29,A+
7163,52,44,D
7164,68,57,C-
7165,87,54,B
7166,89,60,B
7167,94,29,A+
7168,83,45,B
7169,76,53,C+
7170,51,34,C-
7171,93,30,A+
7172,70,30,B
7173,53,47,D-
7174,89,53,B
7175,72,34,B
7176,96,33,A+
7177,64,41,C-
7178,67,46,C-
7179,54,35,C-
7180,99,35,A+
7181,77,59,C+
7182,84,43,B
7183,71,47,C
7184,87,30,A
7185,96,41,A-
7186,76,42,B-
7187,72,41,C+
7188,68,46,C-
7189,75,47,C+
7190,94,29,A+
7191,62,47,D+
7192,84,29,A-
7193,77,43,B-
7194,63,29,C+
7195,52,25,C-
7196,96,49,B+
7197,54,24,C-
7198,89,58,B
7199,59,50,D
7200,82,45,B
7201,78,42,B-
7202,83,56,B-
7203,62,58,D+
7204,80,54,B-
7205,91,38,A-
7206,80,53,B-
7207,92,43,B+
7208,92,27,A
7209,100,59,B+
7210,54,38,D
7211,68,40,C+
7212,60,28,C+
7213,54,28,C-
7214,76,30,B+
7215,57,33,C
7216,82,24,A-
7217,61,45,C-
7218,79,31,B+
7219,65,26,B-
7220,70,26,B
7221,50,57,D-
7222,54,50,D-
7223,63,44,C-
7224,97,31,A+
7225,99,53,B+
7226,63,52,D+
7227,93,25,A+
7228,76,39,B
7229,81,57,B-
7230,77,31,B+
7231,100,53,B+
7232,54,45,D
7233,98,42,A-
7234,69,48,C-
7235,51,60,D-
7236,90,60,B
7237,97,29,A+
7238,72,38,B-
7239,72,26,B
7240,56,30,C
7241,68,33,B-
7242,74,27,B
7243,62,55,D+
7244,96,29,A+
7245,91,58,B
7246,55,38,D+
7247,54,45,D
7248,73,45,C+
7249,87,53,B
7250,84,25,A-
7251,53,27,C-
7252,100,36,A
7253,57,47,D
7254,71,29,B
7255,76,46,C+
7256,77,41,B-
7257,58,55,D
7258,99,48,B+
7259,53,46,D-
7260,76,44,B-
7261,84,49,B-
7262,85,35,A
7263,54,45,D
7264,73,42,C+
7265,100,36,A
7266,95,36,A
7267,89,34,A
7268,57,43,D+
7269,84,46,B-
7270,60,48,D+
7271,80,48,B-
7272,100,52,B+
7273,100,29,A+
7274,84,35,A-
7275,92,59,B
7276,96,33,A+
7277,63,51,D+
7278,74,47,C
7279,58,31,C
7280,77,40,B
7281,64,31,C+
7282,98,33,A+
7283,79,26,B+
7284,50,56,D-
7285,67,33,B-
7286,53,37,D
7287,67,33,B-
7288,100,46,B+
7289,63,49,D+
7290,74,25,B
7291,75,51,C+
7292,82,26,A-
7293,88,59,B
7294,89,25,A
7295,82,32,A-
7296,59,27,C
7297,53,49,D-
7298,66,45,C
7299,84,37,B+
7300,55,59,D
7301,57,33,C
7302,50,38,D
7303,96,53,B+
7304,52,25,C-
7305,70,34,B
7306,87,43,B+
7307,97,43,A-
7308,59,27,C
7309,100,50,B+
7310,72,45,C+
7311,56,47,D
7312,96,37,A
7313,97,46,B+
7314,52,47,D-
7315,79,32,B+
7316,100,40,A
7317,50,29,C-
7318,99,35,A+
7319,86,34,A
7320,77,25,B+
7321,57,42,D+
7322,60,57,D+
7323,74,50,C
7324,58,46,D
7325,86,45,B+
7326,91,44,B+
7327,78,48,C+
7328,58,55,D
7329,85,56,B
7330,93,38,A
7331,59,43,D+
7332,61,38,C
7333,90,50,B
7334,62,46,D+
7335,58,44,D+
7336,68,32,B-
7337,83,50,B-
7338,60,46,D+
7339,92,48,B
7340,77,25,B+
7341,83,26,A-
7342,90,59,B
7343,55,30,C
7344,93,50,B+
7345,74,35,B
7346,52,27,C-
7347,51,54,D-
7348,61,45,C-
7349,92,25,A
7350,50,45,D
7351,77,40,B
7352,96,41,A-
7353,83,55,B-
7354,80,37,B+
7355,64,25,C+
7356,68,51,C-
